kpi_id,service_id,month,avg_first_response_minutes,avg_resolution_hours,csat_score,escalation_rate_percent
kpi_1296,svc_communication,2026-12,13,9,4.3,3.0
kpi_1297,svc_credentialing,2026-01,14,10,4.35,3.8
kpi_1298,svc_auth_benefits,2026-02,4,11,4.4,4.6
kpi_1299,svc_billing_denials,2026-03,5,12,4.45,5.4
kpi_1300,svc_auditing,2026-04,6,13,4.0,6.2
kpi_1301,svc_customer_care,2026-05,7,14,4.05,7.0
kpi_1302,svc_digital_marketing,2026-06,8,15,4.1,7.8
kpi_1303,svc_financial_management,2026-07,9,16,4.15,8.6
kpi_1304,svc_communication,2026-08,10,17,4.2,3.0
kpi_1305,svc_credentialing,2026-09,11,18,4.25,3.8
kpi_1306,svc_auth_benefits,2026-10,12,19,4.3,4.6
kpi_1307,svc_billing_denials,2026-11,13,20,4.35,5.4
kpi_1308,svc_auditing,2026-12,14,21,4.4,6.2
kpi_1309,svc_customer_care,2026-01,4,22,4.45,7.0
kpi_1310,svc_digital_marketing,2026-02,5,23,4.0,7.8
kpi_1311,svc_financial_management,2026-03,6,24,4.05,8.6
kpi_1312,svc_communication,2026-04,7,25,4.1,3.0
kpi_1313,svc_credentialing,2026-05,8,26,4.15,3.8
kpi_1314,svc_auth_benefits,2026-06,9,27,4.2,4.6
kpi_1315,svc_billing_denials,2026-07,10,28,4.25,5.4
kpi_1316,svc_auditing,2026-08,11,29,4.3,6.2
kpi_1317,svc_customer_care,2026-09,12,30,4.35,7.0
kpi_1318,svc_digital_marketing,2026-10,13,31,4.4,7.8
kpi_1319,svc_financial_management,2026-11,14,32,4.45,8.6
kpi_1320,svc_communication,2026-12,4,33,4.0,3.0
kpi_1321,svc_credentialing,2026-01,5,34,4.05,3.8
kpi_1322,svc_auth_benefits,2026-02,6,35,4.1,4.6
kpi_1323,svc_billing_denials,2026-03,7,36,4.15,5.4
kpi_1324,svc_auditing,2026-04,8,37,4.2,6.2
kpi_1325,svc_customer_care,2026-05,9,38,4.25,7.0
kpi_1326,svc_digital_marketing,2026-06,10,39,4.3,7.8
kpi_1327,svc_financial_management,2026-07,11,40,4.35,8.6
kpi_1328,svc_communication,2026-08,12,41,4.4,3.0
kpi_1329,svc_credentialing,2026-09,13,42,4.45,3.8
kpi_1330,svc_auth_benefits,2026-10,14,43,4.0,4.6
kpi_1331,svc_billing_denials,2026-11,4,44,4.05,5.4
kpi_1332,svc_auditing,2026-12,5,8,4.1,6.2
kpi_1333,svc_customer_care,2026-01,6,9,4.15,7.0
kpi_1334,svc_digital_marketing,2026-02,7,10,4.2,7.8
kpi_1335,svc_financial_management,2026-03,8,11,4.25,8.6
kpi_1336,svc_communication,2026-04,9,12,4.3,3.0
kpi_1337,svc_credentialing,2026-05,10,13,4.35,3.8
kpi_1338,svc_auth_benefits,2026-06,11,14,4.4,4.6
kpi_1339,svc_billing_denials,2026-07,12,15,4.45,5.4
kpi_1340,svc_auditing,2026-08,13,16,4.0,6.2
kpi_1341,svc_customer_care,2026-09,14,17,4.05,7.0
kpi_1342,svc_digital_marketing,2026-10,4,18,4.1,7.8
kpi_1343,svc_financial_management,2026-11,5,19,4.15,8.6
kpi_1344,svc_communication,2026-12,6,20,4.2,3.0
kpi_1345,svc_credentialing,2026-01,7,21,4.25,3.8
kpi_1346,svc_auth_benefits,2026-02,8,22,4.3,4.6
kpi_1347,svc_billing_denials,2026-03,9,23,4.35,5.4
kpi_1348,svc_auditing,2026-04,10,24,4.4,6.2
kpi_1349,svc_customer_care,2026-05,11,25,4.45,7.0
kpi_1350,svc_digital_marketing,2026-06,12,26,4.0,7.8
kpi_1351,svc_financial_management,2026-07,13,27,4.05,8.6
kpi_1352,svc_communication,2026-08,14,28,4.1,3.0
kpi_1353,svc_credentialing,2026-09,4,29,4.15,3.8
kpi_1354,svc_auth_benefits,2026-10,5,30,4.2,4.6
kpi_1355,svc_billing_denials,2026-11,6,31,4.25,5.4
kpi_1356,svc_auditing,2026-12,7,32,4.3,6.2
kpi_1357,svc_customer_care,2026-01,8,33,4.35,7.0
kpi_1358,svc_digital_marketing,2026-02,9,34,4.4,7.8
kpi_1359,svc_financial_management,2026-03,10,35,4.45,8.6
kpi_1360,svc_communication,2026-04,11,36,4.0,3.0
kpi_1361,svc_credentialing,2026-05,12,37,4.05,3.8
kpi_1362,svc_auth_benefits,2026-06,13,38,4.1,4.6
kpi_1363,svc_billing_denials,2026-07,14,39,4.15,5.4
kpi_1364,svc_auditing,2026-08,4,40,4.2,6.2
kpi_1365,svc_customer_care,2026-09,5,41,4.25,7.0
kpi_1366,svc_digital_marketing,2026-10,6,42,4.3,7.8
kpi_1367,svc_financial_management,2026-11,7,43,4.35,8.6
kpi_1368,svc_communication,2026-12,8,44,4.4,3.0
kpi_1369,svc_credentialing,2026-01,9,8,4.45,3.8
kpi_1370,svc_auth_benefits,2026-02,10,9,4.0,4.6
kpi_1371,svc_billing_denials,2026-03,11,10,4.05,5.4
kpi_1372,svc_auditing,2026-04,12,11,4.1,6.2
kpi_1373,svc_customer_care,2026-05,13,12,4.15,7.0
kpi_1374,svc_digital_marketing,2026-06,14,13,4.2,7.8
kpi_1375,svc_financial_management,2026-07,4,14,4.25,8.6
kpi_1376,svc_communication,2026-08,5,15,4.3,3.0
kpi_1377,svc_credentialing,2026-09,6,16,4.35,3.8
kpi_1378,svc_auth_benefits,2026-10,7,17,4.4,4.6
kpi_1379,svc_billing_denials,2026-11,8,18,4.45,5.4
kpi_1380,svc_auditing,2026-12,9,19,4.0,6.2
kpi_1381,svc_customer_care,2026-01,10,20,4.05,7.0
kpi_1382,svc_digital_marketing,2026-02,11,21,4.1,7.8
kpi_1383,svc_financial_management,2026-03,12,22,4.15,8.6
kpi_1384,svc_communication,2026-04,13,23,4.2,3.0
kpi_1385,svc_credentialing,2026-05,14,24,4.25,3.8
kpi_1386,svc_auth_benefits,2026-06,4,25,4.3,4.6
kpi_1387,svc_billing_denials,2026-07,5,26,4.35,5.4
kpi_1388,svc_auditing,2026-08,6,27,4.4,6.2
kpi_1389,svc_customer_care,2026-09,7,28,4.45,7.0
kpi_1390,svc_digital_marketing,2026-10,8,29,4.0,7.8
kpi_1391,svc_financial_management,2026-11,9,30,4.05,8.6
kpi_1392,svc_communication,2026-12,10,31,4.1,3.0
kpi_1393,svc_credentialing,2026-01,11,32,4.15,3.8
kpi_1394,svc_auth_benefits,2026-02,12,33,4.2,4.6
kpi_1395,svc_billing_denials,2026-03,13,34,4.25,5.4
kpi_1396,svc_auditing,2026-04,14,35,4.3,6.2
kpi_1397,svc_customer_care,2026-05,4,36,4.35,7.0
kpi_1398,svc_digital_marketing,2026-06,5,37,4.4,7.8
kpi_1399,svc_financial_management,2026-07,6,38,4.45,8.6
kpi_1400,svc_communication,2026-08,7,39,4.0,3.0
kpi_1401,svc_credentialing,2026-09,8,40,4.05,3.8
kpi_1402,svc_auth_benefits,2026-10,9,41,4.1,4.6
kpi_1403,svc_billing_denials,2026-11,10,42,4.15,5.4
kpi_1404,svc_auditing,2026-12,11,43,4.2,6.2
kpi_1405,svc_customer_care,2026-01,12,44,4.25,7.0
kpi_1406,svc_digital_marketing,2026-02,13,8,4.3,7.8
kpi_1407,svc_financial_management,2026-03,14,9,4.35,8.6
kpi_1408,svc_communication,2026-04,4,10,4.4,3.0
kpi_1409,svc_credentialing,2026-05,5,11,4.45,3.8
kpi_1410,svc_auth_benefits,2026-06,6,12,4.0,4.6
kpi_1411,svc_billing_denials,2026-07,7,13,4.05,5.4
kpi_1412,svc_auditing,2026-08,8,14,4.1,6.2
kpi_1413,svc_customer_care,2026-09,9,15,4.15,7.0
kpi_1414,svc_digital_marketing,2026-10,10,16,4.2,7.8
kpi_1415,svc_financial_management,2026-11,11,17,4.25,8.6
kpi_1416,svc_communication,2026-12,12,18,4.3,3.0
kpi_1417,svc_credentialing,2026-01,13,19,4.35,3.8
kpi_1418,svc_auth_benefits,2026-02,14,20,4.4,4.6
kpi_1419,svc_billing_denials,2026-03,4,21,4.45,5.4
kpi_1420,svc_auditing,2026-04,5,22,4.0,6.2
kpi_1421,svc_customer_care,2026-05,6,23,4.05,7.0
kpi_1422,svc_digital_marketing,2026-06,7,24,4.1,7.8
kpi_1423,svc_financial_management,2026-07,8,25,4.15,8.6
kpi_1424,svc_communication,2026-08,9,26,4.2,3.0
kpi_1425,svc_credentialing,2026-09,10,27,4.25,3.8
kpi_1426,svc_auth_benefits,2026-10,11,28,4.3,4.6
kpi_1427,svc_billing_denials,2026-11,12,29,4.35,5.4
kpi_1428,svc_auditing,2026-12,13,30,4.4,6.2
kpi_1429,svc_customer_care,2026-01,14,31,4.45,7.0
kpi_1430,svc_digital_marketing,2026-02,4,32,4.0,7.8
kpi_1431,svc_financial_management,2026-03,5,33,4.05,8.6
kpi_1432,svc_communication,2026-04,6,34,4.1,3.0
kpi_1433,svc_credentialing,2026-05,7,35,4.15,3.8
kpi_1434,svc_auth_benefits,2026-06,8,36,4.2,4.6
kpi_1435,svc_billing_denials,2026-07,9,37,4.25,5.4
kpi_1436,svc_auditing,2026-08,10,38,4.3,6.2
kpi_1437,svc_customer_care,2026-09,11,39,4.35,7.0
kpi_1438,svc_digital_marketing,2026-10,12,40,4.4,7.8
kpi_1439,svc_financial_management,2026-11,13,41,4.45,8.6
kpi_1440,svc_communication,2026-12,14,42,4.0,3.0
kpi_1441,svc_credentialing,2026-01,4,43,4.05,3.8
kpi_1442,svc_auth_benefits,2026-02,5,44,4.1,4.6
kpi_1443,svc_billing_denials,2026-03,6,8,4.15,5.4
kpi_1444,svc_auditing,2026-04,7,9,4.2,6.2
kpi_1445,svc_customer_care,2026-05,8,10,4.25,7.0
kpi_1446,svc_digital_marketing,2026-06,9,11,4.3,7.8
kpi_1447,svc_financial_management,2026-07,10,12,4.35,8.6
kpi_1448,svc_communication,2026-08,11,13,4.4,3.0
kpi_1449,svc_credentialing,2026-09,12,14,4.45,3.8
kpi_1450,svc_auth_benefits,2026-10,13,15,4.0,4.6
kpi_1451,svc_billing_denials,2026-11,14,16,4.05,5.4
kpi_1452,svc_auditing,2026-12,4,17,4.1,6.2
kpi_1453,svc_customer_care,2026-01,5,18,4.15,7.0
kpi_1454,svc_digital_marketing,2026-02,6,19,4.2,7.8
kpi_1455,svc_financial_management,2026-03,7,20,4.25,8.6
kpi_1456,svc_communication,2026-04,8,21,4.3,3.0
kpi_1457,svc_credentialing,2026-05,9,22,4.35,3.8
kpi_1458,svc_auth_benefits,2026-06,10,23,4.4,4.6
kpi_1459,svc_billing_denials,2026-07,11,24,4.45,5.4
kpi_1460,svc_auditing,2026-08,12,25,4.0,6.2
kpi_1461,svc_customer_care,2026-09,13,26,4.05,7.0
kpi_1462,svc_digital_marketing,2026-10,14,27,4.1,7.8
kpi_1463,svc_financial_management,2026-11,4,28,4.15,8.6
kpi_1464,svc_communication,2026-12,5,29,4.2,3.0
kpi_1465,svc_credentialing,2026-01,6,30,4.25,3.8
kpi_1466,svc_auth_benefits,2026-02,7,31,4.3,4.6
kpi_1467,svc_billing_denials,2026-03,8,32,4.35,5.4
kpi_1468,svc_auditing,2026-04,9,33,4.4,6.2
kpi_1469,svc_customer_care,2026-05,10,34,4.45,7.0
kpi_1470,svc_digital_marketing,2026-06,11,35,4.0,7.8
kpi_1471,svc_financial_management,2026-07,12,36,4.05,8.6
kpi_1472,svc_communication,2026-08,13,37,4.1,3.0
kpi_1473,svc_credentialing,2026-09,14,38,4.15,3.8
kpi_1474,svc_auth_benefits,2026-10,4,39,4.2,4.6
kpi_1475,svc_billing_denials,2026-11,5,40,4.25,5.4
kpi_1476,svc_auditing,2026-12,6,41,4.3,6.2
kpi_1477,svc_customer_care,2026-01,7,42,4.35,7.0
kpi_1478,svc_digital_marketing,2026-02,8,43,4.4,7.8
kpi_1479,svc_financial_management,2026-03,9,44,4.45,8.6
kpi_1480,svc_communication,2026-04,10,8,4.0,3.0
kpi_1481,svc_credentialing,2026-05,11,9,4.05,3.8
kpi_1482,svc_auth_benefits,2026-06,12,10,4.1,4.6
kpi_1483,svc_billing_denials,2026-07,13,11,4.15,5.4
kpi_1484,svc_auditing,2026-08,14,12,4.2,6.2
kpi_1485,svc_customer_care,2026-09,4,13,4.25,7.0
kpi_1486,svc_digital_marketing,2026-10,5,14,4.3,7.8
kpi_1487,svc_financial_management,2026-11,6,15,4.35,8.6
kpi_1488,svc_communication,2026-12,7,16,4.4,3.0
kpi_1489,svc_credentialing,2026-01,8,17,4.45,3.8
kpi_1490,svc_auth_benefits,2026-02,9,18,4.0,4.6
kpi_1491,svc_billing_denials,2026-03,10,19,4.05,5.4
kpi_1492,svc_auditing,2026-04,11,20,4.1,6.2
kpi_1493,svc_customer_care,2026-05,12,21,4.15,7.0
kpi_1494,svc_digital_marketing,2026-06,13,22,4.2,7.8
kpi_1495,svc_financial_management,2026-07,14,23,4.25,8.6
kpi_1496,svc_communication,2026-08,4,24,4.3,3.0
kpi_1497,svc_credentialing,2026-09,5,25,4.35,3.8
kpi_1498,svc_auth_benefits,2026-10,6,26,4.4,4.6
kpi_1499,svc_billing_denials,2026-11,7,27,4.45,5.4
kpi_1500,svc_auditing,2026-12,8,28,4.0,6.2
kpi_1501,svc_customer_care,2026-01,9,29,4.05,7.0
kpi_1502,svc_digital_marketing,2026-02,10,30,4.1,7.8
kpi_1503,svc_financial_management,2026-03,11,31,4.15,8.6
kpi_1504,svc_communication,2026-04,12,32,4.2,3.0
kpi_1505,svc_credentialing,2026-05,13,33,4.25,3.8
kpi_1506,svc_auth_benefits,2026-06,14,34,4.3,4.6
kpi_1507,svc_billing_denials,2026-07,4,35,4.35,5.4
kpi_1508,svc_auditing,2026-08,5,36,4.4,6.2
kpi_1509,svc_customer_care,2026-09,6,37,4.45,7.0
kpi_1510,svc_digital_marketing,2026-10,7,38,4.0,7.8
kpi_1511,svc_financial_management,2026-11,8,39,4.05,8.6
kpi_1512,svc_communication,2026-12,9,40,4.1,3.0
kpi_1513,svc_credentialing,2026-01,10,41,4.15,3.8
kpi_1514,svc_auth_benefits,2026-02,11,42,4.2,4.6
kpi_1515,svc_billing_denials,2026-03,12,43,4.25,5.4
kpi_1516,svc_auditing,2026-04,13,44,4.3,6.2
kpi_1517,svc_customer_care,2026-05,14,8,4.35,7.0
kpi_1518,svc_digital_marketing,2026-06,4,9,4.4,7.8
kpi_1519,svc_financial_management,2026-07,5,10,4.45,8.6
kpi_1520,svc_communication,2026-08,6,11,4.0,3.0
kpi_1521,svc_credentialing,2026-09,7,12,4.05,3.8
kpi_1522,svc_auth_benefits,2026-10,8,13,4.1,4.6
kpi_1523,svc_billing_denials,2026-11,9,14,4.15,5.4
kpi_1524,svc_auditing,2026-12,10,15,4.2,6.2
kpi_1525,svc_customer_care,2026-01,11,16,4.25,7.0
kpi_1526,svc_digital_marketing,2026-02,12,17,4.3,7.8
kpi_1527,svc_financial_management,2026-03,13,18,4.35,8.6
kpi_1528,svc_communication,2026-04,14,19,4.4,3.0
kpi_1529,svc_credentialing,2026-05,4,20,4.45,3.8
kpi_1530,svc_auth_benefits,2026-06,5,21,4.0,4.6
kpi_1531,svc_billing_denials,2026-07,6,22,4.05,5.4
kpi_1532,svc_auditing,2026-08,7,23,4.1,6.2
kpi_1533,svc_customer_care,2026-09,8,24,4.15,7.0
kpi_1534,svc_digital_marketing,2026-10,9,25,4.2,7.8
kpi_1535,svc_financial_management,2026-11,10,26,4.25,8.6
kpi_1536,svc_communication,2026-12,11,27,4.3,3.0
kpi_1537,svc_credentialing,2026-01,12,28,4.35,3.8
kpi_1538,svc_auth_benefits,2026-02,13,29,4.4,4.6
kpi_1539,svc_billing_denials,2026-03,14,30,4.45,5.4
kpi_1540,svc_auditing,2026-04,4,31,4.0,6.2
kpi_1541,svc_customer_care,2026-05,5,32,4.05,7.0
kpi_1542,svc_digital_marketing,2026-06,6,33,4.1,7.8
kpi_1543,svc_financial_management,2026-07,7,34,4.15,8.6
kpi_1544,svc_communication,2026-08,8,35,4.2,3.0
kpi_1545,svc_credentialing,2026-09,9,36,4.25,3.8
kpi_1546,svc_auth_benefits,2026-10,10,37,4.3,4.6
kpi_1547,svc_billing_denials,2026-11,11,38,4.35,5.4
kpi_1548,svc_auditing,2026-12,12,39,4.4,6.2
kpi_1549,svc_customer_care,2026-01,13,40,4.45,7.0
kpi_1550,svc_digital_marketing,2026-02,14,41,4.0,7.8
kpi_1551,svc_financial_management,2026-03,4,42,4.05,8.6
kpi_1552,svc_communication,2026-04,5,43,4.1,3.0
kpi_1553,svc_credentialing,2026-05,6,44,4.15,3.8
kpi_1554,svc_auth_benefits,2026-06,7,8,4.2,4.6
kpi_1555,svc_billing_denials,2026-07,8,9,4.25,5.4
kpi_1556,svc_auditing,2026-08,9,10,4.3,6.2
kpi_1557,svc_customer_care,2026-09,10,11,4.35,7.0
kpi_1558,svc_digital_marketing,2026-10,11,12,4.4,7.8
kpi_1559,svc_financial_management,2026-11,12,13,4.45,8.6
kpi_1560,svc_communication,2026-12,13,14,4.0,3.0
kpi_1561,svc_credentialing,2026-01,14,15,4.05,3.8
kpi_1562,svc_auth_benefits,2026-02,4,16,4.1,4.6
kpi_1563,svc_billing_denials,2026-03,5,17,4.15,5.4
kpi_1564,svc_auditing,2026-04,6,18,4.2,6.2
kpi_1565,svc_customer_care,2026-05,7,19,4.25,7.0
kpi_1566,svc_digital_marketing,2026-06,8,20,4.3,7.8
kpi_1567,svc_financial_management,2026-07,9,21,4.35,8.6
kpi_1568,svc_communication,2026-08,10,22,4.4,3.0
kpi_1569,svc_credentialing,2026-09,11,23,4.45,3.8
kpi_1570,svc_auth_benefits,2026-10,12,24,4.0,4.6
kpi_1571,svc_billing_denials,2026-11,13,25,4.05,5.4
kpi_1572,svc_auditing,2026-12,14,26,4.1,6.2
kpi_1573,svc_customer_care,2026-01,4,27,4.15,7.0
kpi_1574,svc_digital_marketing,2026-02,5,28,4.2,7.8
kpi_1575,svc_financial_management,2026-03,6,29,4.25,8.6
kpi_1576,svc_communication,2026-04,7,30,4.3,3.0
kpi_1577,svc_credentialing,2026-05,8,31,4.35,3.8
kpi_1578,svc_auth_benefits,2026-06,9,32,4.4,4.6
kpi_1579,svc_billing_denials,2026-07,10,33,4.45,5.4
kpi_1580,svc_auditing,2026-08,11,34,4.0,6.2
kpi_1581,svc_customer_care,2026-09,12,35,4.05,7.0
kpi_1582,svc_digital_marketing,2026-10,13,36,4.1,7.8
kpi_1583,svc_financial_management,2026-11,14,37,4.15,8.6
kpi_1584,svc_communication,2026-12,4,38,4.2,3.0
kpi_1585,svc_credentialing,2026-01,5,39,4.25,3.8
kpi_1586,svc_auth_benefits,2026-02,6,40,4.3,4.6
kpi_1587,svc_billing_denials,2026-03,7,41,4.35,5.4
kpi_1588,svc_auditing,2026-04,8,42,4.4,6.2
kpi_1589,svc_customer_care,2026-05,9,43,4.45,7.0
kpi_1590,svc_digital_marketing,2026-06,10,44,4.0,7.8
kpi_1591,svc_financial_management,2026-07,11,8,4.05,8.6
kpi_1592,svc_communication,2026-08,12,9,4.1,3.0
kpi_1593,svc_credentialing,2026-09,13,10,4.15,3.8
kpi_1594,svc_auth_benefits,2026-10,14,11,4.2,4.6
kpi_1595,svc_billing_denials,2026-11,4,12,4.25,5.4
kpi_1596,svc_auditing,2026-12,5,13,4.3,6.2
kpi_1597,svc_customer_care,2026-01,6,14,4.35,7.0
kpi_1598,svc_digital_marketing,2026-02,7,15,4.4,7.8
kpi_1599,svc_financial_management,2026-03,8,16,4.45,8.6
kpi_1600,svc_communication,2026-04,9,17,4.0,3.0
kpi_1601,svc_credentialing,2026-05,10,18,4.05,3.8
kpi_1602,svc_auth_benefits,2026-06,11,19,4.1,4.6
kpi_1603,svc_billing_denials,2026-07,12,20,4.15,5.4
kpi_1604,svc_auditing,2026-08,13,21,4.2,6.2
kpi_1605,svc_customer_care,2026-09,14,22,4.25,7.0
kpi_1606,svc_digital_marketing,2026-10,4,23,4.3,7.8
kpi_1607,svc_financial_management,2026-11,5,24,4.35,8.6
kpi_1608,svc_communication,2026-12,6,25,4.4,3.0
kpi_1609,svc_credentialing,2026-01,7,26,4.45,3.8
kpi_1610,svc_auth_benefits,2026-02,8,27,4.0,4.6
kpi_1611,svc_billing_denials,2026-03,9,28,4.05,5.4
kpi_1612,svc_auditing,2026-04,10,29,4.1,6.2
kpi_1613,svc_customer_care,2026-05,11,30,4.15,7.0
kpi_1614,svc_digital_marketing,2026-06,12,31,4.2,7.8
kpi_1615,svc_financial_management,2026-07,13,32,4.25,8.6
kpi_1616,svc_communication,2026-08,14,33,4.3,3.0
kpi_1617,svc_credentialing,2026-09,4,34,4.35,3.8
kpi_1618,svc_auth_benefits,2026-10,5,35,4.4,4.6
kpi_1619,svc_billing_denials,2026-11,6,36,4.45,5.4
kpi_1620,svc_auditing,2026-12,7,37,4.0,6.2
kpi_1621,svc_customer_care,2026-01,8,38,4.05,7.0
kpi_1622,svc_digital_marketing,2026-02,9,39,4.1,7.8
kpi_1623,svc_financial_management,2026-03,10,40,4.15,8.6
kpi_1624,svc_communication,2026-04,11,41,4.2,3.0
kpi_1625,svc_credentialing,2026-05,12,42,4.25,3.8
kpi_1626,svc_auth_benefits,2026-06,13,43,4.3,4.6
kpi_1627,svc_billing_denials,2026-07,14,44,4.35,5.4
kpi_1628,svc_auditing,2026-08,4,8,4.4,6.2
kpi_1629,svc_customer_care,2026-09,5,9,4.45,7.0
kpi_1630,svc_digital_marketing,2026-10,6,10,4.0,7.8
kpi_1631,svc_financial_management,2026-11,7,11,4.05,8.6
kpi_1632,svc_communication,2026-12,8,12,4.1,3.0
kpi_1633,svc_credentialing,2026-01,9,13,4.15,3.8
kpi_1634,svc_auth_benefits,2026-02,10,14,4.2,4.6
kpi_1635,svc_billing_denials,2026-03,11,15,4.25,5.4
kpi_1636,svc_auditing,2026-04,12,16,4.3,6.2
kpi_1637,svc_customer_care,2026-05,13,17,4.35,7.0
kpi_1638,svc_digital_marketing,2026-06,14,18,4.4,7.8
kpi_1639,svc_financial_management,2026-07,4,19,4.45,8.6
kpi_1640,svc_communication,2026-08,5,20,4.0,3.0
kpi_1641,svc_credentialing,2026-09,6,21,4.05,3.8
kpi_1642,svc_auth_benefits,2026-10,7,22,4.1,4.6
kpi_1643,svc_billing_denials,2026-11,8,23,4.15,5.4
kpi_1644,svc_auditing,2026-12,9,24,4.2,6.2
kpi_1645,svc_customer_care,2026-01,10,25,4.25,7.0
kpi_1646,svc_digital_marketing,2026-02,11,26,4.3,7.8
kpi_1647,svc_financial_management,2026-03,12,27,4.35,8.6
kpi_1648,svc_communication,2026-04,13,28,4.4,3.0
kpi_1649,svc_credentialing,2026-05,14,29,4.45,3.8
kpi_1650,svc_auth_benefits,2026-06,4,30,4.0,4.6
kpi_1651,svc_billing_denials,2026-07,5,31,4.05,5.4
kpi_1652,svc_auditing,2026-08,6,32,4.1,6.2
kpi_1653,svc_customer_care,2026-09,7,33,4.15,7.0
kpi_1654,svc_digital_marketing,2026-10,8,34,4.2,7.8
kpi_1655,svc_financial_management,2026-11,9,35,4.25,8.6
kpi_1656,svc_communication,2026-12,10,36,4.3,3.0
kpi_1657,svc_credentialing,2026-01,11,37,4.35,3.8
kpi_1658,svc_auth_benefits,2026-02,12,38,4.4,4.6
kpi_1659,svc_billing_denials,2026-03,13,39,4.45,5.4
kpi_1660,svc_auditing,2026-04,14,40,4.0,6.2
kpi_1661,svc_customer_care,2026-05,4,41,4.05,7.0
kpi_1662,svc_digital_marketing,2026-06,5,42,4.1,7.8
kpi_1663,svc_financial_management,2026-07,6,43,4.15,8.6
kpi_1664,svc_communication,2026-08,7,44,4.2,3.0
kpi_1665,svc_credentialing,2026-09,8,8,4.25,3.8
kpi_1666,svc_auth_benefits,2026-10,9,9,4.3,4.6
kpi_1667,svc_billing_denials,2026-11,10,10,4.35,5.4
kpi_1668,svc_auditing,2026-12,11,11,4.4,6.2
kpi_1669,svc_customer_care,2026-01,12,12,4.45,7.0
kpi_1670,svc_digital_marketing,2026-02,13,13,4.0,7.8
kpi_1671,svc_financial_management,2026-03,14,14,4.05,8.6
kpi_1672,svc_communication,2026-04,4,15,4.1,3.0
kpi_1673,svc_credentialing,2026-05,5,16,4.15,3.8
kpi_1674,svc_auth_benefits,2026-06,6,17,4.2,4.6
kpi_1675,svc_billing_denials,2026-07,7,18,4.25,5.4
kpi_1676,svc_auditing,2026-08,8,19,4.3,6.2
kpi_1677,svc_customer_care,2026-09,9,20,4.35,7.0
kpi_1678,svc_digital_marketing,2026-10,10,21,4.4,7.8
kpi_1679,svc_financial_management,2026-11,11,22,4.45,8.6
kpi_1680,svc_communication,2026-12,12,23,4.0,3.0
kpi_1681,svc_credentialing,2026-01,13,24,4.05,3.8
kpi_1682,svc_auth_benefits,2026-02,14,25,4.1,4.6
kpi_1683,svc_billing_denials,2026-03,4,26,4.15,5.4
kpi_1684,svc_auditing,2026-04,5,27,4.2,6.2
kpi_1685,svc_customer_care,2026-05,6,28,4.25,7.0
kpi_1686,svc_digital_marketing,2026-06,7,29,4.3,7.8
kpi_1687,svc_financial_management,2026-07,8,30,4.35,8.6
kpi_1688,svc_communication,2026-08,9,31,4.4,3.0
kpi_1689,svc_credentialing,2026-09,10,32,4.45,3.8
kpi_1690,svc_auth_benefits,2026-10,11,33,4.0,4.6
kpi_1691,svc_billing_denials,2026-11,12,34,4.05,5.4
kpi_1692,svc_auditing,2026-12,13,35,4.1,6.2
kpi_1693,svc_customer_care,2026-01,14,36,4.15,7.0
kpi_1694,svc_digital_marketing,2026-02,4,37,4.2,7.8
kpi_1695,svc_financial_management,2026-03,5,38,4.25,8.6
kpi_1696,svc_communication,2026-04,6,39,4.3,3.0
kpi_1697,svc_credentialing,2026-05,7,40,4.35,3.8
kpi_1698,svc_auth_benefits,2026-06,8,41,4.4,4.6
kpi_1699,svc_billing_denials,2026-07,9,42,4.45,5.4
kpi_1700,svc_auditing,2026-08,10,43,4.0,6.2
kpi_1701,svc_customer_care,2026-09,11,44,4.05,7.0
kpi_1702,svc_digital_marketing,2026-10,12,8,4.1,7.8
kpi_1703,svc_financial_management,2026-11,13,9,4.15,8.6
kpi_1704,svc_communication,2026-12,14,10,4.2,3.0
kpi_1705,svc_credentialing,2026-01,4,11,4.25,3.8
kpi_1706,svc_auth_benefits,2026-02,5,12,4.3,4.6
kpi_1707,svc_billing_denials,2026-03,6,13,4.35,5.4
kpi_1708,svc_auditing,2026-04,7,14,4.4,6.2
kpi_1709,svc_customer_care,2026-05,8,15,4.45,7.0
kpi_1710,svc_digital_marketing,2026-06,9,16,4.0,7.8
kpi_1711,svc_financial_management,2026-07,10,17,4.05,8.6
kpi_1712,svc_communication,2026-08,11,18,4.1,3.0
kpi_1713,svc_credentialing,2026-09,12,19,4.15,3.8
kpi_1714,svc_auth_benefits,2026-10,13,20,4.2,4.6
kpi_1715,svc_billing_denials,2026-11,14,21,4.25,5.4
kpi_1716,svc_auditing,2026-12,4,22,4.3,6.2
kpi_1717,svc_customer_care,2026-01,5,23,4.35,7.0
kpi_1718,svc_digital_marketing,2026-02,6,24,4.4,7.8
kpi_1719,svc_financial_management,2026-03,7,25,4.45,8.6
kpi_1720,svc_communication,2026-04,8,26,4.0,3.0
kpi_1721,svc_credentialing,2026-05,9,27,4.05,3.8
kpi_1722,svc_auth_benefits,2026-06,10,28,4.1,4.6
kpi_1723,svc_billing_denials,2026-07,11,29,4.15,5.4
kpi_1724,svc_auditing,2026-08,12,30,4.2,6.2
kpi_1725,svc_customer_care,2026-09,13,31,4.25,7.0
kpi_1726,svc_digital_marketing,2026-10,14,32,4.3,7.8
kpi_1727,svc_financial_management,2026-11,4,33,4.35,8.6
